x,scheme,numerical,exact
0.8175,mc,2.966787947659685e-42,0.0
0.8225,mc,1.3277036490315538e-41,0.0
0.8275,mc,5.888561066689604e-41,0.0
0.8325,mc,2.5886633882329187e-40,0.0
0.8375,mc,1.1281507434082053e-39,0.0
0.8425,mc,4.874752351748765e-39,0.0
0.8475,mc,2.0888276119461256e-38,0.0
0.8525,mc,8.877488866815891e-38,0.0
0.8575,mc,3.742745175357894e-37,0.0
0.8625,mc,1.565598344222395e-36,0.0
0.8675,mc,6.498904556759892e-36,0.0
0.8725,mc,2.6776377109775536e-35,0.0
0.8775000000000001,mc,1.0952162701066218e-34,0.0
0.8825000000000001,mc,4.448067369818332e-34,0.0
0.8875000000000001,mc,1.7941369910501765e-33,0.0
0.8925000000000001,mc,7.188600107644485e-33,0.0
0.8975,mc,2.861748530943458e-32,0.0
0.9025,mc,1.1321737090787836e-31,0.0
0.9075,mc,4.452327167737588e-31,0.0
0.9125,mc,1.740817054649021e-30,0.0
0.9175,mc,6.768810244107694e-30,0.0
0.9225,mc,2.6179834610075e-29,0.0
0.9275,mc,1.0074413975759033e-28,0.0
0.9325,mc,3.8581080543536718e-28,0.0
0.9375,mc,1.4707335608049323e-27,0.0
0.9425,mc,5.582149547191887e-27,0.0
0.9475,mc,2.1099814517204366e-26,0.0
0.9525,mc,7.944488088362456e-26,0.0
0.9575,mc,2.980312306268415e-25,0.0
0.9625,mc,1.1141977254216287e-24,0.0
0.9675,mc,4.1520310054346056e-24,0.0
0.9725,mc,1.542576302895397e-23,0.0
0.9775,mc,5.714875043304989e-23,0.0
0.9825,mc,2.1116558516613766e-22,0.0
0.9875,mc,7.783482208580919e-22,0.0
0.9925,mc,2.8624162704179993e-21,0.0
0.9975,mc,1.0504341429680436e-20,0.0
